标签,疾病名字,top10
231,膝关节前十字韧带完全断裂,陈旧性膝前十字韧带断裂 膝关节前十字韧带完全断裂 膝关节半月板损伤 肩袖损伤 股骨颈骨折 跟腱断裂 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤
258,陈旧性膝前十字韧带断裂,陈旧性膝前十字韧带断裂 膝关节半月板损伤 膝关节前十字韧带完全断裂 气胸 腹部良性肿瘤 混合痔 胆囊息肉 腰椎管狭窄 肾结石 冠状动脉粥样硬化性心脏病
67,心律失常,心律失常 冠状动脉粥样硬化性心脏病 高血压 脑卒中 糖尿病 子宫内膜息肉 乳腺恶性肿瘤 肺栓塞 颈椎病 甲状腺肿
243,跟腱断裂,跟腱断裂 膝关节半月板损伤 股骨颈骨折 子宫内膜息肉 陈旧性膝前十字韧带断裂 肾积水 肾结核 肾结石 胃肠功能紊乱 肾病综合征
241,视网膜脱离,视网膜脱离 乳腺良性肿瘤 甲状腺肿 陈旧性膝前十字韧带断裂 心律失常 白内障 鼻窦瘘 玻璃体积血 肾盂肾炎 肾病综合征
269,颈椎病,颈椎病 结肠良性肿瘤 冠状动脉粥样硬化性心脏病 膀胱恶性肿瘤 腹部恶性肿瘤 胆石症 腰椎间盘突出 股骨颈骨折 糖尿病 胃食管反流
198,胆石症,胆石症 冠状动脉粥样硬化性心脏病 糖尿病 急性胰腺炎 胃炎 肾结石 鼻窦炎 心律失常 乳腺良性肿瘤 新生儿高胆红素血症
284,鼻窦炎,鼻窦炎 鼻窦瘘 子宫颈上皮内瘤变 子宫内膜息肉 胆囊息肉 颈椎病 胆石症 卵巢良性肿瘤 膝关节前十字韧带完全断裂 输卵管积水
269,颈椎病,颈椎病 冠状动脉粥样硬化性心脏病 糖尿病 甲状腺功能亢进症 胃息肉 心律失常 多发性骨髓瘤 睡眠呼吸暂停低通气综合征 男性不育症 小脑扁桃体下疝畸形
125,白内障,白内障 胃肠炎 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃食管反流 IgA肾病 肾结核
150,肛瘘,肛瘘 混合痔 腹外疝 鞘膜积液 腹部良性肿瘤 甲状腺肿 房间隔缺损 食管良性肿瘤 甲状腺恶性肿瘤 乳腺良性肿瘤
25,前列腺增生,前列腺增生 前列腺恶性肿瘤 颈椎病 冠状动脉粥样硬化性心脏病 心律失常 子宫平滑肌瘤 肾恶性肿瘤 甲状腺恶性肿瘤 腹部良性肿瘤 胆囊息肉
24,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 高血压 腹外疝 冠状动脉狭窄 腰椎管狭窄 糖尿病 结肠息肉 心律失常 腹部良性肿瘤 输尿管狭窄
211,脑卒中,冠状动脉粥样硬化性心脏病 糖尿病 乳腺良性肿瘤 心律失常 前列腺增生 脑卒中 甲状腺肿 鼻窦瘘 腹外疝 精索静脉曲张
246,输尿管结石,子宫内膜息肉 子宫颈上皮内瘤变 胆石症 混合痔 跟腱断裂 腹部良性肿瘤 肾积水 乳腺恶性肿瘤 白内障 膀胱恶性肿瘤
4,下肢静脉曲张,冠状动脉粥样硬化性心脏病 脑卒中 心律失常 下肢静脉曲张 糖尿病 鼻窦炎 高血压 颈动脉狭窄 颈动脉硬化 子宫平滑肌瘤
211,脑卒中,脑卒中 短暂性脑缺血发作 椎-基底动脉供血不全 脑动脉供血不足 冠状动脉粥样硬化性心脏病 肺恶性肿瘤 慢性阻塞性肺疾病 腹部恶性肿瘤 肾小球肾炎 阑尾炎
125,白内障,白内障 胃肠炎 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃食管反流 IgA肾病 肾结核
130,睡眠呼吸暂停低通气综合征,睡眠呼吸暂停低通气综合征 陈旧性膝前十字韧带断裂 混合痔 胆囊息肉 气胸 男性不育症 膝关节前十字韧带完全断裂 颈椎病 胆石症 输尿管结石
10,乳腺良性肿瘤,乳腺良性肿瘤 腹外疝 混合痔 膝关节前十字韧带完全断裂 阑尾炎 鞘膜积液 子宫颈上皮内瘤变 股骨颈骨折 腰椎间盘突出 陈旧性膝前十字韧带断裂
269,颈椎病,颈椎病 腰椎间盘突出 腰椎管狭窄 陈旧性膝前十字韧带断裂 膝关节半月板损伤 胆石症 肺恶性肿瘤 膝关节病 腹部良性肿瘤 肩袖损伤
125,白内障,白内障 胃肠炎 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃食管反流 IgA肾病 肾结核
81,急性腹膜炎,肝恶性肿瘤 冠状动脉粥样硬化性心脏病 腹部恶性肿瘤 胆石症 肾恶性肿瘤 上消化道出血 肝性脑病 消化性溃疡 胃恶性肿瘤 膀胱结石
11,二尖瓣关闭不全,冠状动脉粥样硬化性心脏病 心律失常 高血压 乳腺良性肿瘤 糖尿病 脑卒中 子宫平滑肌瘤 子宫内膜息肉 肾结石 液气胸
162,肺恶性肿瘤,肺恶性肿瘤 特发性间质性肺炎 乳腺良性肿瘤 肺炎 进行性系统性硬化症 冠状动脉粥样硬化性心脏病 心律失常 颈椎病 子宫内膜息肉 腰椎间盘突出
263,鞘膜积液,膝关节半月板损伤 陈旧性膝前十字韧带断裂 颈椎病 膝关节前十字韧带完全断裂 鞘膜积液 肛瘘 膝关节病 甲状腺肿 跟腱断裂 大隐静脉曲张
207,脑动脉供血不足,脑卒中 冠状动脉粥样硬化性心脏病 心律失常 高血压 脑动脉供血不足 椎-基底动脉供血不全 糖尿病 胆石症 肺炎 前列腺增生
211,脑卒中,脑卒中 冠状动脉粥样硬化性心脏病 心律失常 颈椎病 糖尿病 癫癎 甲状腺肿 室间隔缺损 膝关节半月板损伤 腹外疝
211,脑卒中,脑卒中 冠状动脉粥样硬化性心脏病 腰椎管狭窄 肺恶性肿瘤 心律失常 椎-基底动脉供血不全 输尿管结石 颈椎病 甲状腺功能亢进症 短暂性脑缺血发作
24,冠状动脉粥样硬化性心脏病,心律失常 冠状动脉粥样硬化性心脏病 脑卒中 睡眠呼吸暂停低通气综合征 冠状动脉狭窄 阿尔茨海默病 肺部感染 肺间质纤维化 肺栓塞 心力衰竭
88,支气管哮喘,冠状动脉粥样硬化性心脏病 肺炎 肺恶性肿瘤 支气管哮喘 间质性肺病 肺间质纤维化 高血压 结肠良性肿瘤 慢性阻塞性肺疾病 肺结核
84,慢性阻塞性肺疾病,心律失常 冠状动脉粥样硬化性心脏病 短暂性脑缺血发作 肺恶性肿瘤 心力衰竭 慢性阻塞性肺疾病 静脉血栓症 胰腺恶性肿瘤 脑卒中 肝恶性肿瘤
253,间质性肺病,肺炎 间质性肺病 肺恶性肿瘤 脑卒中 慢性阻塞性肺疾病 支气管扩张症 肺结核 支气管哮喘 支气管炎 肺部感染
225,腹部良性肿瘤,输卵管积水 子宫颈上皮内瘤变 子宫内膜息肉 卵巢良性肿瘤 子宫平滑肌瘤 腹部良性肿瘤 陈旧性膝前十字韧带断裂 股骨颈骨折 肩袖损伤 妊娠期糖尿病
24,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 肾恶性肿瘤 腰椎管狭窄 结肠息肉 肾结石 胆石症 颈椎病 前列腺恶性肿瘤 卵巢良性肿瘤 白血病
24,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 脑卒中 糖尿病 高血压 胆石症 颈椎病 腹部良性肿瘤 颈动脉狭窄 高脂血症 膝关节半月板损伤
24,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 心力衰竭 脑卒中 静脉血栓症 心律失常 胆石症 冠状动脉狭窄 支气管炎 短暂性脑缺血发作 肺恶性肿瘤
258,陈旧性膝前十字韧带断裂,陈旧性膝前十字韧带断裂 膝关节半月板损伤 膝关节病 股骨颈骨折 膝关节前十字韧带完全断裂 子宫内膜息肉 子宫平滑肌瘤 腰椎管狭窄 类风湿性关节炎 腰椎间盘突出
107,溃疡性结肠炎,子宫平滑肌瘤 结肠良性肿瘤 腹部良性肿瘤 子宫内膜息肉 妊娠期糖尿病 腰椎管狭窄 溃疡性结肠炎 胆石症 直肠息肉 结肠息肉
136,糖尿病,糖尿病 混合痔 高血压 冠状动脉粥样硬化性心脏病 颈椎病 肾恶性肿瘤 下肢静脉曲张 心律失常 结肠息肉 甲状腺肿
232,膝关节半月板损伤,陈旧性膝前十字韧带断裂 膝关节前十字韧带完全断裂 膝关节半月板损伤 糖尿病 阑尾炎 股骨颈骨折 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤
47,子宫平滑肌瘤,卵巢良性肿瘤 腹部良性肿瘤 子宫平滑肌瘤 胆石症 乳腺良性肿瘤 妊娠期糖尿病 输卵管积水 阑尾炎 甲状腺恶性肿瘤 子宫内膜息肉
285,鼻窦瘘,鼻窦瘘 鼻窦炎 颈椎病 睡眠呼吸暂停低通气综合征 冠状动脉粥样硬化性心脏病 糖尿病 心律失常 支气管扩张症 支气管炎 前列腺增生
269,颈椎病,颈椎病 腰椎管狭窄 膝关节病 肾恶性肿瘤 腰椎间盘突出 腹部良性肿瘤 胃恶性肿瘤 急性腹膜炎 胆石症 肺恶性肿瘤
125,白内障,白内障 胃肠炎 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃食管反流 IgA肾病 肾结核
198,胆石症,胆石症 颈椎病 肺炎 冠状动脉粥样硬化性心脏病 肺恶性肿瘤 腰椎管狭窄 腹部良性肿瘤 妊娠期糖尿病 子宫平滑肌瘤 输卵管积水
119,男性不育症,男性不育症 IgA肾病 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃肠炎 胃息肉 肾结核
130,睡眠呼吸暂停低通气综合征,睡眠呼吸暂停低通气综合征 大隐静脉曲张 冠状动脉狭窄 冠状动脉粥样硬化性心脏病 IgA肾病 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉
10,乳腺良性肿瘤,乳腺良性肿瘤 冠状动脉粥样硬化性心脏病 视网膜脱离 白内障 玻璃体积血 子宫内膜息肉 下肢静脉曲张 颈椎病 胆石症 糖尿病
67,心律失常,心律失常 冠状动脉粥样硬化性心脏病 结肠息肉 鼻窦炎 鼻窦瘘 下肢静脉曲张 糖尿病 胆石症 混合痔 脑卒中
225,腹部良性肿瘤,腹部良性肿瘤 冠状动脉粥样硬化性心脏病 脑卒中 子宫平滑肌瘤 颈椎病 卵巢良性肿瘤 胆石症 肺恶性肿瘤 胆道感染 心力衰竭
168,肺炎,肺炎 结肠息肉 输尿管狭窄 颈动脉狭窄 冠状动脉粥样硬化性心脏病 肺结核 房间隔缺损 胃炎 糖尿病 新生儿高胆红素血症
168,肺炎,肺炎 慢性阻塞性肺疾病 肺恶性肿瘤 结节病 支气管扩张症 支气管炎 肺结核 肺部感染 间质性肺病 腹外疝
24,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 心力衰竭 肺部感染 呼吸衰竭 脑卒中 二尖瓣关闭不全 膀胱恶性肿瘤 间质性肺病 肾结石 小肠恶性肿瘤
136,糖尿病,糖尿病 冠状动脉粥样硬化性心脏病 结肠息肉 妊娠期糖尿病 腹部良性肿瘤 颈动脉狭窄 强直性脊柱炎 肺恶性肿瘤 消化性溃疡 胆石症
269,颈椎病,颈椎病 膝关节半月板损伤 陈旧性膝前十字韧带断裂 腰椎管狭窄 股骨颈骨折 跟腱断裂 肩袖损伤 胆石症 乳腺良性肿瘤 膝关节前十字韧带完全断裂
65,心包炎,肺炎 慢性肾功能不全 冠状动脉粥样硬化性心脏病 脑卒中 肺部感染 肺恶性肿瘤 肾病综合征 类风湿性关节炎 进行性系统性硬化症 重叠综合征
44,大隐静脉曲张,大隐静脉曲张 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉 胃肠炎 IgA肾病 肾结核
67,心律失常,心律失常 冠状动脉粥样硬化性心脏病 糖尿病 脑卒中 支气管哮喘 喉恶性肿瘤 颈椎病 高血压 视网膜脱离 结肠息肉
46,子宫内膜息肉,子宫内膜息肉 胆石症 子宫平滑肌瘤 腹部良性肿瘤 鼻窦炎 卵巢良性肿瘤 结肠良性肿瘤 冠状动脉粥样硬化性心脏病 脑卒中 胃食管反流
24,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 心律失常 子宫内膜息肉 胸腔积液 前列腺恶性肿瘤 膝关节病 肺炎 胆石症 睡眠呼吸暂停低通气综合征 颈椎病
24,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 肾恶性肿瘤 心律失常 气胸 颈椎病 子宫平滑肌瘤 前列腺恶性肿瘤 胆石症 陈旧性膝前十字韧带断裂 膝关节病
146,结肠息肉,结肠良性肿瘤 结肠息肉 冠状动脉粥样硬化性心脏病 心律失常 肺恶性肿瘤 腹外疝 前列腺增生 胸膜病变 肺炎 甲状腺肿
211,脑卒中,冠状动脉粥样硬化性心脏病 慢性肾功能不全 脑卒中 心力衰竭 糖尿病 膀胱恶性肿瘤 急性胰腺炎 高血压 肝恶性肿瘤 膝关节病
24,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 结肠良性肿瘤 前列腺增生 心力衰竭 膝关节病 腰椎管狭窄 腹部恶性肿瘤 支气管哮喘 腹部良性肿瘤 胃炎
38,呼吸衰竭,冠状动脉粥样硬化性心脏病 肺炎 脑卒中 心力衰竭 妊娠期糖尿病 呼吸衰竭 高血压 慢性肾功能不全 肺部感染 子宫颈上皮内瘤变
198,胆石症,胆石症 腹外疝 颈椎病 结肠良性肿瘤 胆囊息肉 甲状腺恶性肿瘤 前列腺增生 心律失常 糖尿病 冠状动脉粥样硬化性心脏病
79,急性肾衰竭,冠状动脉粥样硬化性心脏病 慢性肾功能不全 肠梗阻 肺炎 股骨颈骨折 肾结石 前列腺增生 类风湿性关节炎 肺恶性肿瘤 阑尾炎
158,肩袖损伤,肩袖损伤 股骨颈骨折 白内障 甲状腺恶性肿瘤 膝关节半月板损伤 糖尿病 膝关节前十字韧带完全断裂 子宫内膜息肉 肾结石 胃息肉
168,肺炎,肺炎 肺部感染 脑卒中 高血压 心律失常 支气管哮喘 糖尿病 鼻窦瘘 慢性阻塞性肺疾病 阑尾炎
244,输卵管积水,输卵管积水 腹部良性肿瘤 卵巢良性肿瘤 子宫颈上皮内瘤变 子宫平滑肌瘤 子宫内膜息肉 肾结石 视网膜脱离 胃潴留 胃淋巴瘤
91,支气管炎,支气管扩张症 肺炎 肺部感染 肺恶性肿瘤 肺血管畸形 肺结核 腹外疝 子宫内膜息肉 结肠息肉 慢性肾功能不全
47,子宫平滑肌瘤,妊娠期糖尿病 子宫平滑肌瘤 子宫颈上皮内瘤变 输卵管积水 膝关节病 腹部良性肿瘤 子宫内膜息肉 股骨颈骨折 卵巢良性肿瘤 陈旧性膝前十字韧带断裂
241,视网膜脱离,视网膜脱离 玻璃体积血 白内障 脑卒中 胆石症 陈旧性膝前十字韧带断裂 腹外疝 乳腺良性肿瘤 高血压 结肠良性肿瘤
231,膝关节前十字韧带完全断裂,陈旧性膝前十字韧带断裂 膝关节前十字韧带完全断裂 膝关节半月板损伤 液气胸 跟腱断裂 妊娠期糖尿病 气胸 前列腺恶性肿瘤 男性不育症 混合痔
158,肩袖损伤,肩袖损伤 股骨颈骨折 腰椎管狭窄 膝关节病 腰椎间盘突出 阑尾炎 肾积水 输尿管结石 胃炎 胃潴留
46,子宫内膜息肉,子宫内膜息肉 陈旧性膝前十字韧带断裂 输卵管积水 卵巢良性肿瘤 股骨颈骨折 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉 肾结石
103,消化性溃疡,消化性溃疡 肺炎 冠状动脉粥样硬化性心脏病 急性胰腺炎 颈椎病 炎症后肺间质纤维化 糖尿病 前列腺恶性肿瘤 腰椎管狭窄 心律失常
282,高血压,高血压 心律失常 脑卒中 颈椎病 肾恶性肿瘤 气胸 陈旧性膝前十字韧带断裂 冠状动脉粥样硬化性心脏病 心力衰竭 腹部恶性肿瘤
98,椎-基底动脉供血不全,脑卒中 椎-基底动脉供血不全 脑动脉供血不足 良性阵发性位置性眩晕 短暂性脑缺血发作 心律失常 高血压 冠状动脉粥样硬化性心脏病 胸腔积液 胃肠功能紊乱
245,输尿管狭窄,肾结石 腰椎间盘突出 输尿管狭窄 腰椎管狭窄 子宫平滑肌瘤 输尿管结石 脑卒中 糖尿病 前列腺增生 乳腺良性肿瘤
24,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 高血压 颈动脉狭窄 短暂性脑缺血发作 脑卒中 心律失常 糖尿病 胃食管反流 高脂血症 睡眠呼吸暂停低通气综合征
136,糖尿病,冠状动脉粥样硬化性心脏病 糖尿病 肛瘘 高血压 脑卒中 肺炎 肺栓塞 肾病综合征 结肠息肉 胆石症
168,肺炎,肺炎 细支气管炎 甲状腺恶性肿瘤 子宫平滑肌瘤 病毒性脑膜炎 新生儿高胆红素血症 支气管炎 胆石症 腹部良性肿瘤 呼吸衰竭
258,陈旧性膝前十字韧带断裂,陈旧性膝前十字韧带断裂 膝关节前十字韧带完全断裂 膝关节半月板损伤 股骨颈骨折 膝关节病 支气管扩张症 膀胱炎 类风湿性关节炎 混合痔 胸腔积液
24,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 胆石症 结核性脑膜炎 肺栓塞 腹部良性肿瘤 肾结石 慢性肾功能不全 胃潴留 多发性骨髓瘤 肝恶性肿瘤
24,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 胆石症 糖尿病 心力衰竭 胃食管反流 膀胱恶性肿瘤 陈旧性膝前十字韧带断裂 膝关节病 精索静脉曲张 乳腺良性肿瘤
47,子宫平滑肌瘤,子宫平滑肌瘤 卵巢良性肿瘤 肾结石 附睾炎 子宫颈上皮内瘤变 腹部良性肿瘤 白内障 输尿管结石 甲状腺恶性肿瘤 乳腺良性肿瘤
135,精索静脉曲张,男性不育症 颈椎病 精索静脉曲张 混合痔 膝关节半月板损伤 甲状腺恶性肿瘤 陈旧性膝前十字韧带断裂 子宫内膜息肉 子宫颈上皮内瘤变 股骨颈骨折
45,妊娠期糖尿病,妊娠期糖尿病 糖尿病 乳腺良性肿瘤 冠状动脉粥样硬化性心脏病 前列腺恶性肿瘤 乳腺恶性肿瘤 肺部感染 冠状动脉狭窄 子宫平滑肌瘤 阑尾炎
30,卵巢良性肿瘤,子宫颈上皮内瘤变 子宫内膜息肉 输卵管积水 腹部良性肿瘤 子宫平滑肌瘤 卵巢良性肿瘤 膝关节半月板损伤 膝关节前十字韧带完全断裂 肾结石 妊娠期糖尿病
126,白血病,肺炎 白血病 脑卒中 肺部感染 胆石症 心律失常 肺结核 颈椎病 膝关节病 糖尿病
26,前列腺恶性肿瘤,前列腺增生 慢性肾功能不全 冠状动脉粥样硬化性心脏病 肺炎 前列腺恶性肿瘤 输尿管结石 脑卒中 肾恶性肿瘤 肾结石 股骨颈骨折
258,陈旧性膝前十字韧带断裂,陈旧性膝前十字韧带断裂 膝关节前十字韧带完全断裂 膝关节半月板损伤 股骨颈骨折 颈椎病 鞘膜积液 肾结石 高血压 肾积水 肾结核
232,膝关节半月板损伤,膝关节半月板损伤 陈旧性膝前十字韧带断裂 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉 肾结石 肾结核 肾积水
130,睡眠呼吸暂停低通气综合征,睡眠呼吸暂停低通气综合征 鼾症 精索静脉曲张 肺炎 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉 肾结石
24,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 心律失常 结肠息肉 高血压 冠状动脉狭窄 支气管扩张症 肺恶性肿瘤 颈椎病 腹部良性肿瘤 腹外疝
162,肺恶性肿瘤,冠状动脉粥样硬化性心脏病 肺炎 肺部感染 脑卒中 肺恶性肿瘤 胸腔积液 肺结核 慢性肾功能不全 糖尿病 气胸
116,甲状腺恶性肿瘤,甲状腺恶性肿瘤 甲状腺肿 胆石症 阑尾炎 胃息肉 颈椎病 输卵管积水 冠状动脉粥样硬化性心脏病 乳腺良性肿瘤 玻璃体积血
47,子宫平滑肌瘤,子宫平滑肌瘤 子宫内膜息肉 慢性肾功能不全 阑尾炎 消化性溃疡 结肠息肉 冠状动脉粥样硬化性心脏病 颈椎病 卵巢良性肿瘤 糖尿病
125,白内障,白内障 胃肠炎 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃食管反流 IgA肾病 肾结核
84,慢性阻塞性肺疾病,慢性阻塞性肺疾病 肺炎 肺恶性肿瘤 冠状动脉粥样硬化性心脏病 支气管扩张症 支气管哮喘 脑卒中 支气管炎 颈椎病 腰椎间盘突出
233,膝关节病,膝关节病 肺恶性肿瘤 冠状动脉粥样硬化性心脏病 肾恶性肿瘤 子宫颈上皮内瘤变 股骨颈骨折 乳腺良性肿瘤 肾结石 慢性肾功能不全 多发性骨髓瘤
106,混合痔,混合痔 腹外疝 肛瘘 肺恶性肿瘤 前列腺增生 支气管扩张症 心律失常 糖尿病 消化性溃疡 白内障
207,脑动脉供血不足,高血压 脑卒中 冠状动脉粥样硬化性心脏病 脑动脉供血不足 心律失常 短暂性脑缺血发作 结肠息肉 睡眠呼吸暂停低通气综合征 腹外疝 椎-基底动脉供血不全
132,短暂性脑缺血发作,脑卒中 椎-基底动脉供血不全 糖尿病 短暂性脑缺血发作 冠状动脉粥样硬化性心脏病 脑动脉供血不足 腰椎管狭窄 心律失常 慢性肾功能不全 乳腺良性肿瘤
207,脑动脉供血不足,脑动脉供血不足 脑卒中 冠状动脉粥样硬化性心脏病 糖尿病 高血压 椎-基底动脉供血不全 子宫内膜息肉 颈动脉狭窄 冠状动脉狭窄 乳腺良性肿瘤
267,颈动脉狭窄,胆石症 颈椎病 妊娠期糖尿病 冠状动脉粥样硬化性心脏病 糖尿病 子宫颈上皮内瘤变 甲状腺恶性肿瘤 子宫平滑肌瘤 子宫内膜息肉 乳腺良性肿瘤
219,腰椎间盘突出,腰椎管狭窄 腰椎间盘突出 颈椎病 肾恶性肿瘤 胆石症 腹部良性肿瘤 肾结石 膝关节病 前列腺恶性肿瘤 冠状动脉粥样硬化性心脏病
24,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 心力衰竭 糖尿病 慢性肾功能不全 呼吸衰竭 腹部良性肿瘤 前列腺增生 高血压 肾结石 妊娠期糖尿病
4,下肢静脉曲张,下肢静脉曲张 大隐静脉曲张 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉 肾结石 IgA肾病
211,脑卒中,脑卒中 肺恶性肿瘤 短暂性脑缺血发作 腰椎管狭窄 腰椎间盘突出 脑动脉供血不足 肺炎 冠状动脉粥样硬化性心脏病 慢性肾功能不全 慢性阻塞性肺疾病
88,支气管哮喘,肺炎 肺恶性肿瘤 支气管哮喘 慢性阻塞性肺疾病 肺部感染 肺结核 支气管扩张症 输尿管结石 间质性肺病 肺间质纤维化
113,玻璃体积血,糖尿病 玻璃体积血 肩袖损伤 腹部良性肿瘤 IgA肾病 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉
175,肺部感染,肺炎 肺恶性肿瘤 慢性阻塞性肺疾病 支气管扩张症 肺脓肿 肺结核 肺部感染 支气管哮喘 支气管炎 前列腺恶性肿瘤
158,肩袖损伤,肩袖损伤 冠状动脉粥样硬化性心脏病 IgA肾病 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉 肾结石
238,血管炎,腹外疝 结肠息肉 糖尿病 脑卒中 子宫内膜息肉 子宫平滑肌瘤 胆囊息肉 冠状动脉粥样硬化性心脏病 白内障 混合痔
130,睡眠呼吸暂停低通气综合征,睡眠呼吸暂停低通气综合征 鼾症 胃息肉 肾病综合征 肾盂肾炎 肾积水 肾结核 肾结石 胃肠炎 胃恶性肿瘤
232,膝关节半月板损伤,膝关节半月板损伤 膝关节病 膝关节前十字韧带完全断裂 肩袖损伤 股骨颈骨折 胃肠炎 胃肠功能紊乱 胃炎 胃潴留 IgA肾病
231,膝关节前十字韧带完全断裂,陈旧性膝前十字韧带断裂 膝关节前十字韧带完全断裂 膝关节半月板损伤 肾恶性肿瘤 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉
116,甲状腺恶性肿瘤,甲状腺恶性肿瘤 甲状腺肿 子宫平滑肌瘤 颈椎病 阑尾炎 男性不育症 胆石症 腰椎管狭窄 腰椎间盘突出 心律失常
