标签,疾病名字,top10
211,脑卒中,腹外疝 鼻窦炎 颈动脉硬化 结肠息肉 胃炎 IgA肾病 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉
246,输尿管结石,子宫颈上皮内瘤变 混合痔 肺恶性肿瘤 跟腱断裂 子宫内膜息肉 鼻窦瘘 肾病综合征 肾积水 肾结核 肾结石
4,下肢静脉曲张,颈动脉狭窄 胆石症 消化性溃疡 肾积水 大隐静脉曲张 视网膜脱离 乳腺良性肿瘤 胃炎 胃潴留 胃淋巴瘤
211,脑卒中,脑卒中 IgA肾病 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉 肾结石 肾结核 肾积水
125,白内障,白内障 胃肠炎 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃食管反流 IgA肾病 肾结核
130,睡眠呼吸暂停低通气综合征,男性不育症 肺恶性肿瘤 睡眠呼吸暂停低通气综合征 前列腺恶性肿瘤 精索静脉曲张 肾恶性肿瘤 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤
10,乳腺良性肿瘤,膝关节半月板损伤 子宫颈上皮内瘤变 乳腺良性肿瘤 股骨颈骨折 卵巢良性肿瘤 乳腺恶性肿瘤 气胸 胃息肉 肾结核 胃食管反流
269,颈椎病,输卵管积水 膝关节半月板损伤 颈椎病 阑尾炎 肩袖损伤 腹部良性肿瘤 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉
125,白内障,白内障 胃肠炎 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃食管反流 IgA肾病 肾结核
81,急性腹膜炎,肝恶性肿瘤 腹部恶性肿瘤 急性腹膜炎 上消化道出血 前列腺恶性肿瘤 胃肠炎 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤
11,二尖瓣关闭不全,乳腺良性肿瘤 子宫内膜息肉 心律失常 IgA肾病 胃肠炎 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤
162,肺恶性肿瘤,乳腺良性肿瘤 腹部良性肿瘤 特发性间质性肺炎 子宫内膜息肉 肺恶性肿瘤 胃肠炎 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤
263,鞘膜积液,颈椎病 胆囊息肉 胆石症 膀胱恶性肿瘤 腹部良性肿瘤 膝关节半月板损伤 肾结核 肾结石 胃息肉 胃肠炎
207,脑动脉供血不足,前列腺恶性肿瘤 脑动脉供血不足 结肠息肉 结肠良性肿瘤 高血压 脑卒中 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤
211,脑卒中,男性不育症 甲状腺肿 肛瘘 视网膜脱离 IgA肾病 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉 肾结核
211,脑卒中,脑卒中 椎-基底动脉供血不全 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉 肾结石 IgA肾病 肾结核
24,冠状动脉粥样硬化性心脏病,心律失常 高血压 糖尿病 IgA肾病 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉
88,支气管哮喘,胆石症 高血压 冠状动脉粥样硬化性心脏病 支气管哮喘 子宫内膜息肉 前列腺炎 乳腺良性肿瘤 胃肠功能紊乱 胃炎 胃潴留
84,慢性阻塞性肺疾病,心律失常 IgA肾病 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉 肾结石 肾结核
253,间质性肺病,间质性肺病 肺部感染 特发性间质性肺炎 子宫颈上皮内瘤变 腹部良性肿瘤 IgA肾病 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉
225,腹部良性肿瘤,输卵管积水 子宫颈上皮内瘤变 子宫内膜息肉 子宫平滑肌瘤 IgA肾病 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉
24,冠状动脉粥样硬化性心脏病,颈动脉狭窄 冠状动脉粥样硬化性心脏病 前列腺恶性肿瘤 肺恶性肿瘤 胃肠炎 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤
24,冠状动脉粥样硬化性心脏病,胆囊息肉 输尿管结石 颈椎病 玻璃体积血 甲状腺恶性肿瘤 前列腺恶性肿瘤 IgA肾病 胃淋巴瘤 胃恶性肿瘤 胃息肉
24,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 结节病 膀胱恶性肿瘤 IgA肾病 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉
258,陈旧性膝前十字韧带断裂,子宫内膜息肉 子宫平滑肌瘤 腰椎间盘突出 膝关节半月板损伤 IgA肾病 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃息肉
107,溃疡性结肠炎,妊娠期糖尿病 子宫平滑肌瘤 腰椎管狭窄 视网膜脱离 子宫内膜息肉 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤
136,糖尿病,混合痔 胃息肉 糖尿病 肺恶性肿瘤 肾病综合征 肾盂肾炎 肾损伤 肾积水 胃肠炎 肾结石
232,膝关节半月板损伤,陈旧性膝前十字韧带断裂 IgA肾病 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉 肾结石 肾结核 肾积水
47,子宫平滑肌瘤,妊娠期糖尿病 腹部良性肿瘤 甲状腺恶性肿瘤 输卵管积水 子宫内膜息肉 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉
285,鼻窦瘘,鼻窦瘘 颈椎病 睡眠呼吸暂停低通气综合征 前列腺增生 肝恶性肿瘤 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉
269,颈椎病,颈椎病 腹部良性肿瘤 腰椎管狭窄 腰椎间盘突出 IgA肾病 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉
125,白内障,白内障 胃肠炎 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃食管反流 IgA肾病 肾结核
198,胆石症,颈椎病 腰椎管狭窄 胃息肉 妊娠期糖尿病 IgA肾病 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤
119,男性不育症,男性不育症 IgA肾病 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃肠炎 胃息肉 肾结核
130,睡眠呼吸暂停低通气综合征,睡眠呼吸暂停低通气综合征 IgA肾病 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃肠炎 胃息肉 肾结核
10,乳腺良性肿瘤,膝关节半月板损伤 乳腺良性肿瘤 子宫颈上皮内瘤变 视网膜脱离 子宫内膜息肉 IgA肾病 胃肠炎 胃肠功能紊乱 胃炎 胃潴留
67,心律失常,心律失常 大隐静脉曲张 鼻窦炎 结肠息肉 跟腱断裂 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉
225,腹部良性肿瘤,子宫平滑肌瘤 子宫内膜息肉 输卵管积水 子宫颈上皮内瘤变 腹部良性肿瘤 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 IgA肾病
168,肺炎,肺炎 IgA肾病 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃肠炎 胃息肉 肾结核
168,肺炎,结节病 支气管扩张症 支气管哮喘 肺结核 胸腔积液 胃息肉 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤
24,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 心力衰竭 IgA肾病 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉 肾结石
136,糖尿病,颈动脉狭窄 子宫颈上皮内瘤变 陈旧性膝前十字韧带断裂 糖尿病 子宫平滑肌瘤 肾积水 膝关节半月板损伤 肾结核 肾盂肾炎 肾结石
269,颈椎病,陈旧性膝前十字韧带断裂 颈椎病 跟腱断裂 肾积水 卵巢良性肿瘤 子宫平滑肌瘤 股骨颈骨折 胃潴留 胃淋巴瘤 胃恶性肿瘤
65,心包炎,慢性肾功能不全 输尿管狭窄 肺炎 IgA肾病 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉 肾结石
44,大隐静脉曲张,大隐静脉曲张 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉 胃肠炎 IgA肾病 肾结核
67,心律失常,喉恶性肿瘤 胆石症 颈椎病 心律失常 冠状动脉粥样硬化性心脏病 甲状腺恶性肿瘤 结肠息肉 胃炎 胃潴留 胃淋巴瘤
46,子宫内膜息肉,子宫内膜息肉 鼻窦炎 IgA肾病 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉 肾结石
24,冠状动脉粥样硬化性心脏病,子宫内膜息肉 大隐静脉曲张 冠状动脉粥样硬化性心脏病 肺恶性肿瘤 胃肠炎 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 IgA肾病
24,冠状动脉粥样硬化性心脏病,前列腺恶性肿瘤 股骨颈骨折 冠状动脉粥样硬化性心脏病 腹部良性肿瘤 乳腺良性肿瘤 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤
146,结肠息肉,结肠良性肿瘤 颈动脉狭窄 肺炎 腹外疝 肺恶性肿瘤 结肠息肉 肾盂肾炎 肾积水 肾结核 胃食管反流
211,脑卒中,呼吸衰竭 冠状动脉粥样硬化性心脏病 前列腺恶性肿瘤 慢性肾功能不全 糖尿病 肾恶性肿瘤 输尿管结石 肾积水 肾病综合征 胃肠功能紊乱
24,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 支气管哮喘 腹部良性肿瘤 IgA肾病 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉 肾结石
38,呼吸衰竭,肾恶性肿瘤 妊娠期糖尿病 肾积水 子宫平滑肌瘤 子宫颈上皮内瘤变 肾盂肾炎 肾结核 肾结石 胃息肉 胃恶性肿瘤
198,胆石症,陈旧性膝前十字韧带断裂 鼻窦瘘 肩袖损伤 肾恶性肿瘤 膝关节半月板损伤 肾积水 肾结核 肾病综合征 肾结石 肾梗死
79,急性肾衰竭,上消化道出血 肺炎 肾积水 膀胱炎 膀胱恶性肿瘤 前列腺恶性肿瘤 股骨颈骨折 IgA肾病 胃炎 胃潴留
158,肩袖损伤,肩袖损伤 膝关节半月板损伤 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃肠炎 胃息肉 肾结核
168,肺炎,肺炎 子宫内膜息肉 鼻窦瘘 结肠息肉 视网膜脱离 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉
244,输卵管积水,输卵管积水 子宫内膜息肉 卵巢良性肿瘤 子宫颈上皮内瘤变 IgA肾病 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉
91,支气管炎,子宫内膜息肉 乳腺良性肿瘤 腹外疝 子宫平滑肌瘤 IgA肾病 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤
47,子宫平滑肌瘤,妊娠期糖尿病 子宫平滑肌瘤 子宫颈上皮内瘤变 输卵管积水 肾恶性肿瘤 肾结核 肾结石 胃息肉 胃肠功能紊乱 胃恶性肿瘤
241,视网膜脱离,视网膜脱离 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉 肾结石 胃肠功能紊乱 IgA肾病 肾积水
231,膝关节前十字韧带完全断裂,陈旧性膝前十字韧带断裂 膝关节半月板损伤 膝关节前十字韧带完全断裂 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉 肾结核
158,肩袖损伤,肩袖损伤 IgA肾病 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃肠炎 胃息肉 肾结核
46,子宫内膜息肉,子宫内膜息肉 IgA肾病 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃肠炎 胃息肉 肾结核
103,消化性溃疡,肾恶性肿瘤 腹部良性肿瘤 消化性溃疡 股骨颈骨折 胆石症 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤
282,高血压,高血压 鼻窦瘘 颈椎病 小脑扁桃体下疝畸形 陈旧性膝前十字韧带断裂 肾病综合征 肾盂肾炎 肾积水 肾结核 肾损伤
98,椎-基底动脉供血不全,椎-基底动脉供血不全 脑动脉供血不足 糖尿病 短暂性脑缺血发作 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉 肾结石
245,输尿管狭窄,腹部良性肿瘤 乳腺良性肿瘤 胃炎 输尿管狭窄 肾恶性肿瘤 胃肠功能紊乱 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉
24,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 子宫内膜息肉 下肢静脉曲张 颈动脉狭窄 肾病综合征 肾积水 肾结核 肾结石 胃肠炎 胃息肉
136,糖尿病,玻璃体积血 结肠良性肿瘤 胃炎 高血压 糖尿病 前列腺恶性肿瘤 IgA肾病 胃潴留 胃淋巴瘤 胃恶性肿瘤
168,肺炎,肺炎 IgA肾病 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃肠炎 胃息肉 肾结核
258,陈旧性膝前十字韧带断裂,陈旧性膝前十字韧带断裂 膝关节半月板损伤 膝关节前十字韧带完全断裂 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉 肾结核
24,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 IgA肾病 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃肠炎 胃息肉 肾结核
24,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 IgA肾病 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃肠炎 胃息肉 肾结核
47,子宫平滑肌瘤,子宫平滑肌瘤 卵巢良性肿瘤 子宫颈上皮内瘤变 IgA肾病 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉
135,精索静脉曲张,膝关节半月板损伤 男性不育症 精索静脉曲张 股骨颈骨折 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 IgA肾病
45,妊娠期糖尿病,妊娠期糖尿病 IgA肾病 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃肠炎 胃息肉 肾结核
30,卵巢良性肿瘤,子宫内膜息肉 子宫平滑肌瘤 膝关节前十字韧带完全断裂 卵巢良性肿瘤 IgA肾病 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤
126,白血病,支气管炎 血小板减少 肾积水 膀胱恶性肿瘤 肝恶性肿瘤 前列腺恶性肿瘤 股骨颈骨折 胃肠功能紊乱 胃炎 胃潴留
26,前列腺恶性肿瘤,前列腺增生 前列腺恶性肿瘤 膀胱恶性肿瘤 肾恶性肿瘤 肾盂肾炎 肾积水 肾结核 肾结石 胃息肉 胃肠炎
258,陈旧性膝前十字韧带断裂,陈旧性膝前十字韧带断裂 膝关节半月板损伤 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉 肾结石 肾结核 肾积水
232,膝关节半月板损伤,膝关节半月板损伤 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉 胃肠炎 IgA肾病 肾积水
130,睡眠呼吸暂停低通气综合征,睡眠呼吸暂停低通气综合征 IgA肾病 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃肠炎 胃息肉 肾结核
24,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 结肠息肉 低血氧症 IgA肾病 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉
162,肺恶性肿瘤,肝恶性肿瘤 腰椎间盘突出 胆道感染 肺恶性肿瘤 肠梗阻 IgA肾病 胃肠炎 胃肠功能紊乱 胃炎 胃潴留
116,甲状腺恶性肿瘤,结肠息肉 膝关节半月板损伤 输卵管积水 静脉血栓症 甲状腺肿 甲状腺恶性肿瘤 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉
47,子宫平滑肌瘤,阑尾炎 子宫平滑肌瘤 子宫内膜息肉 慢性肾功能不全 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 IgA肾病
125,白内障,白内障 胃肠炎 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃食管反流 IgA肾病 肾结核
84,慢性阻塞性肺疾病,肺炎 肺恶性肿瘤 慢性阻塞性肺疾病 胆囊息肉 肾积水 肾结核 肾结石 胃息肉 胃食管反流 胃淋巴瘤
233,膝关节病,膝关节病 肾积水 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉 肾结石 肾结核
106,混合痔,混合痔 腹外疝 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉 肾结石 肾结核 肾积水
207,脑动脉供血不足,前列腺恶性肿瘤 男性不育症 脑动脉供血不足 糖尿病 精索静脉曲张 子宫内膜息肉 IgA肾病 胃炎 胃潴留 胃淋巴瘤
132,短暂性脑缺血发作,脑卒中 短暂性脑缺血发作 IgA肾病 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉 肾结石
207,脑动脉供血不足,脑动脉供血不足 子宫内膜息肉 子宫颈上皮内瘤变 颈椎病 IgA肾病 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤
267,颈动脉狭窄,子宫颈上皮内瘤变 陈旧性膝前十字韧带断裂 男性不育症 子宫内膜息肉 子宫平滑肌瘤 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 IgA肾病
219,腰椎间盘突出,腰椎管狭窄 腰椎间盘突出 IgA肾病 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉 肾结核
24,冠状动脉粥样硬化性心脏病,输卵管积水 子宫内膜息肉 前列腺增生 慢性肾功能不全 糖尿病 膝关节病 肾结石 肾积水 肾盂肾炎 胃肠炎
4,下肢静脉曲张,下肢静脉曲张 大隐静脉曲张 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉 肾结石 IgA肾病
211,脑卒中,脑卒中 乳腺良性肿瘤 IgA肾病 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉 肾结石
88,支气管哮喘,子宫平滑肌瘤 卵巢良性肿瘤 支气管哮喘 子宫颈上皮内瘤变 IgA肾病 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤
113,玻璃体积血,糖尿病 玻璃体积血 IgA肾病 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉 肾结石 肾积水
175,肺部感染,鼻窦炎 前列腺增生 腹外疝 前列腺恶性肿瘤 肾结石 腹部良性肿瘤 子宫平滑肌瘤 IgA肾病 胃炎 胃潴留
158,肩袖损伤,肩袖损伤 IgA肾病 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃肠炎 胃息肉 肾结核
238,血管炎,腹外疝 结肠息肉 鼻窦炎 精索静脉曲张 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉
130,睡眠呼吸暂停低通气综合征,睡眠呼吸暂停低通气综合征 IgA肾病 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃肠炎 胃息肉 肾结核
232,膝关节半月板损伤,膝关节半月板损伤 股骨颈骨折 膝关节病 胃肠炎 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 IgA肾病
231,膝关节前十字韧带完全断裂,陈旧性膝前十字韧带断裂 膝关节半月板损伤 膝关节前十字韧带完全断裂 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉 肾结核
116,甲状腺恶性肿瘤,甲状腺恶性肿瘤 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉 胃肠炎 IgA肾病 肾结核
158,肩袖损伤,肩袖损伤 陈旧性膝前十字韧带断裂 子宫内膜息肉 IgA肾病 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉
22,冠状动脉狭窄,冠状动脉粥样硬化性心脏病 乳腺良性肿瘤 IgA肾病 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉 肾结石
134,类风湿性关节炎,白内障 前列腺恶性肿瘤 玻璃体积血 结肠息肉 肾盂肾炎 肾梗死 肾积水 肾结核 胃肠炎 肾损伤
24,冠状动脉粥样硬化性心脏病,颈椎病 输尿管狭窄 颈动脉狭窄 糖尿病 前列腺增生 食管恶性肿瘤 IgA肾病 胃潴留 胃淋巴瘤 胃恶性肿瘤
219,腰椎间盘突出,腰椎间盘突出 腰椎管狭窄 糖尿病 肩袖损伤 腹部良性肿瘤 IgA肾病 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤
136,糖尿病,糖尿病 腹外疝 心律失常 IgA肾病 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉
106,混合痔,混合痔 子宫内膜息肉 乳腺良性肿瘤 陈旧性膝前十字韧带断裂 胃肠功能紊乱 胃炎 胃潴留 胃淋巴瘤 胃恶性肿瘤 胃息肉
136,糖尿病,男性不育症 糖尿病 鼻窦瘘 输尿管狭窄 胃恶性肿瘤 胃炎 胃潴留 胃淋巴瘤 胃息肉 肾结核
43,多发性骨髓瘤,肺栓塞 肾动脉狭窄 非霍奇金淋巴瘤 多发性骨髓瘤 心律失常 腹外疝 前列腺增生 胃肠功能紊乱 胃炎 胃潴留
