标签,疾病名字,top1,top3,top5,top8,top10,该类别实际样本数,该类别训练采样数
45.0,妊娠期糖尿病,0.96(894/925),0.98(913/925),0.99(916/925),0.99(918/925),0.99(920/925)
46.0,子宫内膜息肉,0.72(574/795),0.88(707/795),0.93(744/795),0.96(767/795),0.97(775/795)
47.0,子宫平滑肌瘤,0.64(429/666),0.85(571/666),0.91(608/666),0.93(623/666),0.94(629/666)
48.0,子宫颈上皮内瘤变,0.45(105/230),0.76(177/230),0.83(191/230),0.9(207/230),0.91(211/230)
49.0,安眠药中毒,1.0(1/1),1.0(1/1),1.0(1/1),1.0(1/1),1.0(1/1)
50.0,室间隔缺损,0.27(5/18),0.72(13/18),0.83(15/18),0.88(16/18),0.88(16/18)
51.0,小肠恶性肿瘤,0.11(1/9),0.22(2/9),0.33(3/9),0.33(3/9),0.33(3/9)
52.0,小肠良性肿瘤,0.0(0/5),0.0(0/5),0.0(0/5),0.2(1/5),0.4(2/5)
53.0,小脑扁桃体下疝畸形,0.6(24/40),0.77(31/40),0.8(32/40),0.87(35/40),0.9(36/40)
54.0,尿潴留,0.23(3/13),0.53(7/13),0.76(10/13),0.84(11/13),0.84(11/13)
55.0,尿道损伤,0.0(0/3),0.33(1/3),0.33(1/3),0.33(1/3),0.33(1/3)
56.0,尿道结石,0.11(1/9),0.22(2/9),0.44(4/9),0.55(5/9),0.55(5/9)
57.0,巨球蛋白血症,0.25(1/4),0.75(3/4),0.75(3/4),0.75(3/4),0.75(3/4)
58.0,帕金森病,0.33(5/15),0.46(7/15),0.6(9/15),0.73(11/15),0.73(11/15)
59.0,库欣综合征,0.85(6/7),0.85(6/7),0.85(6/7),0.85(6/7),0.85(6/7)
60.0,弥漫性肺泡出血综合征,0.2(1/5),0.2(1/5),0.2(1/5),0.2(1/5),0.2(1/5)
61.0,弥漫性肺间质疾病,0.0(0/8),0.0(0/8),0.0(0/8),0.0(0/8),0.0(0/8)
62.0,强直性脊柱炎,0.76(33/43),0.81(35/43),0.86(37/43),0.95(41/43),0.97(42/43)
63.0,心内膜炎,0.53(7/13),0.61(8/13),0.84(11/13),1.0(13/13),1.0(13/13)
64.0,心力衰竭,0.64(301/465),0.79(371/465),0.87(408/465),0.92(428/465),0.93(433/465)
65.0,心包炎,0.21(3/14),0.42(6/14),0.64(9/14),0.85(12/14),0.85(12/14)
66.0,心包积液,0.35(6/17),0.58(10/17),0.64(11/17),0.64(11/17),0.70(12/17)
67.0,心律失常,0.61(993/1607),0.75(1210/1607),0.80(1296/1607),0.85(1376/1607),0.87(1405/1607)
68.0,心房良性肿瘤,0.0(0/9),0.0(0/9),0.0(0/9),0.11(1/9),0.22(2/9)
69.0,心源性晕厥,0.0(0/2),0.0(0/2),0.0(0/2),0.0(0/2),0.0(0/2)
70.0,心源性猝死,0.0(0/1),0.0(0/1),0.0(0/1),0.0(0/1),0.0(0/1)
71.0,心肌损害,0.0(0/2),0.0(0/2),1.0(2/2),1.0(2/2),1.0(2/2)
72.0,心肌炎,0.59(16/27),0.77(21/27),0.81(22/27),0.81(22/27),0.85(23/27)
73.0,心脏淀粉样变性,0.0(0/3),0.0(0/3),0.0(0/3),0.0(0/3),0.0(0/3)
74.0,心脏神经症,0.13(4/29),0.48(14/29),0.62(18/29),0.65(19/29),0.79(23/29)
75.0,急性呼吸窘迫综合征,0.0(0/4),0.0(0/4),0.0(0/4),0.0(0/4),0.0(0/4)
76.0,急性播散性脑脊髓炎,0.25(2/8),0.25(2/8),0.25(2/8),0.25(2/8),0.25(2/8)
77.0,急性气管支气管炎,0.0(0/4),0.0(0/4),0.0(0/4),0.0(0/4),0.25(1/4)
78.0,急性肝衰竭,0.5(2/4),0.5(2/4),0.5(2/4),0.5(2/4),0.5(2/4)
79.0,急性肾衰竭,0.34(11/32),0.75(24/32),0.81(26/32),0.87(28/32),0.93(30/32)
80.0,急性胰腺炎,0.84(257/305),0.91(279/305),0.95(290/305),0.96(294/305),0.98(300/305)
81.0,急性腹膜炎,0.72(13/18),0.94(17/18),0.94(17/18),0.94(17/18),0.94(17/18)
82.0,慢性肾功能不全,0.82(543/661),0.92(612/661),0.95(634/661),0.96(639/661),0.97(643/661)
83.0,慢性腹泻,0.33(2/6),0.66(4/6),0.66(4/6),0.66(4/6),0.83(5/6)
84.0,慢性阻塞性肺疾病,0.58(502/865),0.77(669/865),0.84(727/865),0.89(775/865),0.91(788/865)
85.0,房间隔缺损,0.58(21/36),0.72(26/36),0.80(29/36),0.91(33/36),0.91(33/36)
86.0,扩张型心肌病,0.05(1/17),0.11(2/17),0.17(3/17),0.41(7/17),0.47(8/17)
87.0,抗磷脂综合征,0.14(1/7),0.14(1/7),0.14(1/7),0.14(1/7),0.14(1/7)
88.0,支气管哮喘,0.47(186/393),0.68(271/393),0.78(309/393),0.85(335/393),0.86(341/393)
89.0,支气管恶性肿瘤,0.09(1/11),0.36(4/11),0.54(6/11),0.63(7/11),0.72(8/11)
90.0,支气管扩张症,0.47(247/525),0.70(369/525),0.79(415/525),0.84(444/525),0.87(458/525)
91.0,支气管炎,0.14(35/239),0.41(100/239),0.55(133/239),0.71(170/239),0.77(186/239)
92.0,支气管狭窄,0.25(1/4),0.25(1/4),0.5(2/4),0.5(2/4),0.5(2/4)
93.0,支气管结核,0.0(0/2),0.0(0/2),0.0(0/2),0.0(0/2),0.0(0/2)
94.0,支气管良性肿瘤,0.0(0/2),0.0(0/2),0.0(0/2),0.0(0/2),0.0(0/2)
95.0,新生儿高胆红素血症,0.80(434/536),0.99(535/536),1.0(536/536),1.0(536/536),1.0(536/536)
96.0,新生儿黄疸,0.45(82/181),0.98(178/181),0.99(180/181),0.99(180/181),0.99(180/181)
97.0,植物神经功能紊乱,0.0(0/6),0.0(0/6),0.0(0/6),0.0(0/6),0.0(0/6)
98.0,椎-基底动脉供血不全,0.71(312/437),0.89(391/437),0.91(401/437),0.94(414/437),0.95(418/437)
99.0,横纹肌溶解,0.66(4/6),1.0(6/6),1.0(6/6),1.0(6/6),1.0(6/6)
100.0,毛细血管扩张症,0.0(0/2),0.0(0/2),0.0(0/2),0.0(0/2),0.0(0/2)
101.0,气管炎,0.0(0/4),0.0(0/4),0.0(0/4),0.25(1/4),0.25(1/4)
102.0,气胸,0.77(158/205),0.85(175/205),0.88(181/205),0.91(187/205),0.92(189/205)
103.0,消化性溃疡,0.60(107/178),0.79(141/178),0.82(147/178),0.87(155/178),0.90(161/178)
104.0,液气胸,0.0(0/22),0.54(12/22),0.77(17/22),0.81(18/22),0.81(18/22)
105.0,淋巴结炎,0.0(0/4),0.0(0/4),0.25(1/4),0.25(1/4),0.25(1/4)
106.0,混合痔,0.89(732/815),0.95(781/815),0.97(793/815),0.98(803/815),0.99(807/815)
107.0,溃疡性结肠炎,0.64(27/42),0.83(35/42),0.88(37/42),0.88(37/42),0.88(37/42)
108.0,炎性肌病,0.58(17/29),0.75(22/29),0.75(22/29),0.82(24/29),0.82(24/29)
109.0,炎症后肺间质纤维化,0.18(2/11),0.18(2/11),0.27(3/11),0.27(3/11),0.45(5/11)
110.0,烟雾病,0.0(0/6),0.0(0/6),0.0(0/6),0.0(0/6),0.0(0/6)
111.0,特发性血小板减少性紫癜,0.66(10/15),0.73(11/15),0.86(13/15),0.86(13/15),0.86(13/15)
112.0,特发性间质性肺炎,0.11(2/17),0.41(7/17),0.52(9/17),0.58(10/17),0.58(10/17)
113.0,玻璃体积血,0.72(181/248),0.93(232/248),0.95(238/248),0.95(238/248),0.97(241/248)
114.0,甲状腺功能亢进症,0.71(30/42),0.85(36/42),0.88(37/42),0.88(37/42),0.90(38/42)
115.0,甲状腺功能减退,0.21(3/14),0.42(6/14),0.42(6/14),0.5(7/14),0.5(7/14)
116.0,甲状腺恶性肿瘤,0.55(279/501),0.88(442/501),0.89(447/501),0.91(457/501),0.91(459/501)
117.0,甲状腺炎,0.42(15/35),0.6(21/35),0.8(28/35),0.88(31/35),0.88(31/35)
118.0,甲状腺肿,0.48(167/345),0.84(290/345),0.88(306/345),0.91(317/345),0.92(319/345)
119.0,男性不育症,0.91(229/249),0.97(242/249),0.97(244/249),0.98(245/249),0.98(245/249)
120.0,病毒性肺炎,0.05(1/19),0.26(5/19),0.47(9/19),0.57(11/19),0.68(13/19)
121.0,病毒性脑膜炎,0.61(34/55),0.83(46/55),0.92(51/55),0.96(53/55),0.98(54/55)
122.0,痛风,0.70(22/31),0.90(28/31),0.93(29/31),1.0(31/31),1.0(31/31)
123.0,痴呆,0.0(0/5),0.0(0/5),0.0(0/5),0.0(0/5),0.0(0/5)
124.0,癫癎,0.43(19/44),0.72(32/44),0.79(35/44),0.86(38/44),0.86(38/44)
125.0,白内障,0.96(2842/2954),0.97(2885/2954),0.98(2900/2954),0.98(2904/2954),0.98(2906/2954)
126.0,白血病,0.54(26/48),0.83(40/48),0.91(44/48),0.95(46/48),0.95(46/48)
127.0,皮层下动脉硬化性脑病,0.0(0/9),0.11(1/9),0.22(2/9),0.22(2/9),0.44(4/9)
128.0,直肠息肉,0.56(27/48),0.70(34/48),0.83(40/48),0.85(41/48),0.85(41/48)
129.0,直肠脱垂,0.11(1/9),0.44(4/9),0.44(4/9),0.55(5/9),0.55(5/9)
130.0,睡眠呼吸暂停低通气综合征,0.96(1064/1106),0.97(1076/1106),0.97(1077/1106),0.97(1079/1106),0.97(1081/1106)
131.0,睾丸扭转,0.69(9/13),0.69(9/13),0.76(10/13),0.76(10/13),0.84(11/13)
132.0,短暂性脑缺血发作,0.11(34/294),0.56(165/294),0.71(209/294),0.80(236/294),0.83(245/294)
133.0,神经痛,0.28(4/14),0.35(5/14),0.64(9/14),0.71(10/14),0.71(10/14)
134.0,类风湿性关节炎,0.80(165/204),0.94(192/204),0.95(195/204),0.97(198/204),0.97(199/204)
135.0,精索静脉曲张,0.69(162/234),0.93(219/234),0.98(230/234),0.98(230/234),0.98(230/234)
136.0,糖尿病,0.86(1811/2089),0.93(1946/2089),0.94(1976/2089),0.95(2005/2089),0.96(2021/2089)
137.0,糖尿病性周围神经病,0.0(0/5),0.2(1/5),0.2(1/5),0.2(1/5),0.2(1/5)
138.0,糖耐量异常,0.0(0/12),0.25(3/12),0.33(4/12),0.41(5/12),0.41(5/12)
139.0,系统性血管炎,0.0(0/4),0.0(0/4),0.0(0/4),0.0(0/4),0.0(0/4)
140.0,紧张型头痛,0.28(2/7),0.42(3/7),0.42(3/7),0.57(4/7),0.71(5/7)
141.0,纵隔淋巴结结核,0.0(0/2),0.5(1/2),0.5(1/2),0.5(1/2),0.5(1/2)
142.0,纵隔炎,0.0(0/9),0.0(0/9),0.0(0/9),0.0(0/9),0.0(0/9)
143.0,细支气管炎,0.50(34/67),0.64(43/67),0.74(50/67),0.76(51/67),0.77(52/67)
144.0,结核性脑膜炎,0.0(0/1),1.0(1/1),1.0(1/1),1.0(1/1),1.0(1/1)
145.0,结核性腹膜炎,0.2(1/5),0.2(1/5),0.2(1/5),0.2(1/5),0.2(1/5)
146.0,结肠息肉,0.42(204/477),0.68(327/477),0.72(347/477),0.77(369/477),0.80(382/477)
147.0,结肠良性肿瘤,0.46(124/267),0.73(195/267),0.77(207/267),0.82(221/267),0.84(226/267)
148.0,结节病,0.28(14/49),0.59(29/49),0.69(34/49),0.73(36/49),0.73(36/49)
150.0,肛瘘,0.80(249/310),0.94(293/310),0.96(299/310),0.97(303/310),0.98(306/310)
151.0,肝性脑病,0.4(2/5),0.6(3/5),0.6(3/5),0.6(3/5),0.6(3/5)
152.0,肝恶性肿瘤,0.34(37/106),0.55(59/106),0.66(70/106),0.73(78/106),0.80(85/106)
153.0,肝豆状核变性,0.66(4/6),0.83(5/6),0.83(5/6),0.83(5/6),0.83(5/6)
154.0,肠梗阻,0.48(53/110),0.77(85/110),0.86(95/110),0.92(102/110),0.94(104/110)
155.0,股骨颈骨折,0.72(363/500),0.81(407/500),0.85(429/500),0.91(457/500),0.93(466/500)
156.0,肥厚性心肌病,0.12(3/24),0.33(8/24),0.33(8/24),0.62(15/24),0.66(16/24)
157.0,肥胖症,0.33(3/9),0.44(4/9),0.55(5/9),0.55(5/9),0.66(6/9)
158.0,肩袖损伤,0.87(469/537),0.92(496/537),0.94(505/537),0.95(511/537),0.95(514/537)
159.0,肺出血肾炎综合征,0.0(0/3),0.0(0/3),0.0(0/3),0.0(0/3),0.0(0/3)
160.0,肺动脉高压,0.76(65/85),0.84(72/85),0.89(76/85),0.90(77/85),0.92(79/85)
161.0,肺原位癌,0.33(9/27),0.48(13/27),0.51(14/27),0.55(15/27),0.59(16/27)
162.0,肺恶性肿瘤,0.29(312/1055),0.53(563/1055),0.67(716/1055),0.77(813/1055),0.81(857/1055)
163.0,肺曲霉菌病,0.04(2/44),0.20(9/44),0.38(17/44),0.61(27/44),0.61(27/44)
164.0,肺栓塞,0.61(182/294),0.77(228/294),0.82(244/294),0.86(254/294),0.88(259/294)
165.0,肺泡蛋白沉着症,0.33(3/9),0.55(5/9),0.77(7/9),0.88(8/9),0.88(8/9)
166.0,肺淋巴瘤,0.0(0/2),0.0(0/2),0.0(0/2),0.0(0/2),0.0(0/2)
167.0,肺源性心脏病,0.0(0/7),0.0(0/7),0.0(0/7),0.0(0/7),0.0(0/7)
168.0,肺炎,0.40(1138/2809),0.59(1658/2809),0.69(1945/2809),0.77(2187/2809),0.82(2314/2809)
169.0,肺结核,0.24(76/308),0.52(161/308),0.63(197/308),0.72(222/308),0.75(234/308)
170.0,肺肉芽肿,0.18(3/16),0.31(5/16),0.37(6/16),0.5(8/16),0.62(10/16)
171.0,肺脓肿,0.46(39/83),0.69(58/83),0.81(68/83),0.89(74/83),0.91(76/83)
172.0,肺良性肿瘤,0.40(18/44),0.75(33/44),0.86(38/44),0.95(42/44),0.95(42/44)
173.0,肺血管炎,0.0(0/3),0.0(0/3),0.0(0/3),0.0(0/3),0.0(0/3)
174.0,肺血管畸形,0.0(0/4),0.0(0/4),0.0(0/4),0.0(0/4),0.0(0/4)
175.0,肺部感染,0.11(51/457),0.33(153/457),0.51(234/457),0.64(294/457),0.69(318/457)
176.0,肺间质纤维化,0.24(20/82),0.41(34/82),0.53(44/82),0.67(55/82),0.73(60/82)
177.0,肺隐球菌病,0.0(0/4),0.0(0/4),0.0(0/4),0.0(0/4),0.0(0/4)
179.0,肾动脉狭窄,0.39(18/46),0.63(29/46),0.71(33/46),0.78(36/46),0.86(40/46)
180.0,肾小球肾炎,0.41(72/172),0.86(149/172),0.90(155/172),0.93(161/172),0.94(162/172)
181.0,肾恶性肿瘤,0.40(148/365),0.62(228/365),0.76(278/365),0.83(304/365),0.86(316/365)
182.0,肾损伤,0.0(0/2),0.0(0/2),0.0(0/2),0.0(0/2),0.5(1/2)
184.0,肾病综合征,0.82(169/204),0.96(196/204),0.97(199/204),0.98(201/204),0.99(202/204)
185.0,肾盂肾炎,0.57(16/28),0.67(19/28),0.78(22/28),0.82(23/28),0.85(24/28)
186.0,肾积水,0.31(36/115),0.49(57/115),0.61(71/115),0.68(79/115),0.73(84/115)
187.0,肾结核,0.12(1/8),0.25(2/8),0.37(3/8),0.5(4/8),0.5(4/8)
188.0,肾结石,0.41(109/261),0.67(175/261),0.77(201/261),0.83(219/261),0.85(223/261)
189.0,胃息肉,0.56(139/245),0.74(183/245),0.82(202/245),0.86(213/245),0.88(218/245)
190.0,胃恶性肿瘤,0.34(39/112),0.60(68/112),0.72(81/112),0.81(91/112),0.83(94/112)
191.0,胃淋巴瘤,0.0(0/1),0.0(0/1),0.0(0/1),0.0(0/1),0.0(0/1)
192.0,胃潴留,0.18(2/11),0.36(4/11),0.45(5/11),0.45(5/11),0.54(6/11)
193.0,胃炎,0.4(82/205),0.63(130/205),0.72(148/205),0.79(163/205),0.83(172/205)
194.0,胃肠功能紊乱,0.16(4/24),0.45(11/24),0.54(13/24),0.58(14/24),0.58(14/24)
195.0,胃肠炎,0.0(0/4),0.25(1/4),0.25(1/4),0.25(1/4),0.25(1/4)
196.0,胃食管反流,0.28(28/98),0.54(53/98),0.60(59/98),0.69(68/98),0.71(70/98)
197.0,胆囊息肉,0.74(155/209),0.80(168/209),0.82(172/209),0.87(182/209),0.88(184/209)
198.0,胆石症,0.70(1234/1756),0.84(1477/1756),0.88(1558/1756),0.91(1614/1756),0.92(1629/1756)
200.0,胆道感染,0.22(22/98),0.54(53/98),0.70(69/98),0.78(77/98),0.81(80/98)
201.0,胰腺恶性肿瘤,0.4(28/70),0.62(44/70),0.71(50/70),0.75(53/70),0.77(54/70)
202.0,胸腔积液,0.43(72/165),0.73(121/165),0.84(140/165),0.90(149/165),0.92(153/165)
203.0,胸膜恶性肿瘤,0.0(0/4),0.0(0/4),0.0(0/4),0.0(0/4),0.0(0/4)
204.0,胸膜炎,0.0(0/4),0.0(0/4),0.0(0/4),0.25(1/4),0.25(1/4)
205.0,胸膜病变,0.0(0/3),0.0(0/3),0.0(0/3),0.0(0/3),0.0(0/3)
206.0,脂肪肝,0.14(4/28),0.28(8/28),0.42(12/28),0.46(13/28),0.57(16/28)
207.0,脑动脉供血不足,0.29(78/264),0.59(157/264),0.72(192/264),0.84(224/264),0.89(237/264)
208.0,脑动脉炎,0.19(4/21),0.47(10/21),0.52(11/21),0.52(11/21),0.61(13/21)
209.0,脑动脉粥样硬化,0.11(2/17),0.23(4/17),0.23(4/17),0.29(5/17),0.52(9/17)
210.0,脑动静脉畸形,0.0(0/5),0.0(0/5),0.2(1/5),0.4(2/5),0.4(2/5)
211.0,脑卒中,0.60(1429/2374),0.75(1793/2374),0.82(1954/2374),0.87(2076/2374),0.89(2130/2374)
212.0,脑炎,0.0(0/2),0.0(0/2),0.0(0/2),0.0(0/2),0.0(0/2)
213.0,脑疝,0.0(0/1),0.0(0/1),0.0(0/1),0.0(0/1),0.0(0/1)
214.0,脑脓肿,0.0(0/5),0.0(0/5),0.0(0/5),0.0(0/5),0.0(0/5)
215.0,脑膜良性肿瘤,0.0(0/3),0.0(0/3),0.0(0/3),0.0(0/3),0.0(0/3)
216.0,脾功能亢进,0.0(0/3),0.0(0/3),0.0(0/3),0.0(0/3),0.0(0/3)
217.0,脾脏损伤,0.41(5/12),0.91(11/12),0.91(11/12),0.91(11/12),1.0(12/12)
218.0,腰椎管狭窄,0.64(1273/1965),0.87(1710/1965),0.90(1783/1965),0.93(1836/1965),0.94(1853/1965)
219.0,腰椎间盘突出,0.63(644/1010),0.80(815/1010),0.83(847/1010),0.87(883/1010),0.89(902/1010)
220.0,腹内疝,0.25(4/16),0.37(6/16),0.56(9/16),0.68(11/16),0.68(11/16)
221.0,腹外疝,0.96(993/1026),0.97(1005/1026),0.98(1012/1026),0.98(1014/1026),0.98(1014/1026)
222.0,腹腔感染,0.2(1/5),0.2(1/5),0.2(1/5),0.2(1/5),0.2(1/5)
223.0,腹部开放性损伤,0.25(1/4),0.5(2/4),0.5(2/4),0.5(2/4),0.5(2/4)
224.0,腹部恶性肿瘤,0.48(97/201),0.77(155/201),0.86(174/201),0.93(188/201),0.94(189/201)
225.0,腹部良性肿瘤,0.27(200/728),0.49(362/728),0.60(437/728),0.68(498/728),0.73(536/728)
226.0,腺垂体功能减退症,0.5(5/10),0.7(7/10),0.7(7/10),0.7(7/10),0.7(7/10)
227.0,膀胱恶性肿瘤,0.5(96/192),0.71(137/192),0.84(162/192),0.90(174/192),0.91(176/192)
228.0,膀胱炎,0.06(1/16),0.5(8/16),0.56(9/16),0.81(13/16),0.87(14/16)
229.0,膀胱结石,0.56(36/64),0.76(49/64),0.82(53/64),0.92(59/64),0.95(61/64)
231.0,膝关节前十字韧带完全断裂,0.19(113/578),0.86(500/578),0.88(512/578),0.90(521/578),0.91(526/578)
232.0,膝关节半月板损伤,0.71(869/1219),0.87(1065/1219),0.94(1147/1219),0.96(1176/1219),0.97(1184/1219)
233.0,膝关节病,0.91(845/928),0.96(894/928),0.97(902/928),0.98(912/928),0.98(913/928)
235.0,良性阵发性位置性眩晕,0.28(21/74),0.77(57/74),0.89(66/74),0.94(70/74),0.98(73/74)
236.0,血小板减少,0.26(5/19),0.57(11/19),0.68(13/19),0.73(14/19),0.73(14/19)
237.0,血管性帕金森综合征,0.0(0/2),0.0(0/2),0.0(0/2),0.0(0/2),0.0(0/2)
238.0,血管炎,0.41(16/39),0.61(24/39),0.69(27/39),0.76(30/39),0.76(30/39)
239.0,血管迷走性晕厥,0.25(3/12),0.66(8/12),0.75(9/12),0.91(11/12),0.91(11/12)
240.0,视神经脊髓炎,0.07(1/13),0.30(4/13),0.53(7/13),0.61(8/13),0.61(8/13)
241.0,视网膜脱离,0.86(342/396),0.96(382/396),0.96(383/396),0.97(385/396),0.97(387/396)
242.0,贫血,0.29(11/37),0.70(26/37),0.81(30/37),0.83(31/37),0.83(31/37)
243.0,跟腱断裂,0.91(182/198),0.93(186/198),0.94(188/198),0.95(189/198),0.95(189/198)
244.0,输卵管积水,0.85(312/366),0.91(336/366),0.95(348/366),0.96(353/366),0.96(354/366)
245.0,输尿管狭窄,0.0(0/27),0.37(10/27),0.55(15/27),0.66(18/27),0.81(22/27)
246.0,输尿管结石,0.45(120/261),0.67(175/261),0.74(195/261),0.79(207/261),0.83(217/261)
247.0,过敏性紫癜,0.45(10/22),0.63(14/22),0.77(17/22),0.86(19/22),0.86(19/22)
248.0,过敏性肺炎,0.37(9/24),0.54(13/24),0.62(15/24),0.70(17/24),0.75(18/24)
249.0,进行性系统性硬化症,0.17(3/17),0.41(7/17),0.41(7/17),0.47(8/17),0.58(10/17)
250.0,遗传性出血性毛细血管扩张,0.0(0/1),0.0(0/1),0.0(0/1),0.0(0/1),0.0(0/1)
251.0,重叠综合征,0.08(1/12),0.33(4/12),0.33(4/12),0.41(5/12),0.5(6/12)
252.0,重症肌无力,0.31(6/19),0.52(10/19),0.78(15/19),0.84(16/19),0.84(16/19)
253.0,间质性肺病,0.28(57/197),0.55(109/197),0.63(125/197),0.72(142/197),0.79(156/197)
254.0,阑尾炎,0.78(388/493),0.86(424/493),0.89(442/493),0.92(454/493),0.92(457/493)
255.0,阻塞性肺气肿,0.0(0/1),0.0(0/1),0.0(0/1),0.0(0/1),0.0(0/1)
256.0,阿尔茨海默病,0.0(0/3),0.0(0/3),0.0(0/3),0.33(1/3),0.33(1/3)
257.0,附睾炎,0.0(0/2),0.0(0/2),0.0(0/2),0.5(1/2),0.5(1/2)
258.0,陈旧性膝前十字韧带断裂,0.75(1005/1325),0.89(1192/1325),0.92(1220/1325),0.95(1260/1325),0.96(1275/1325)
259.0,隐球菌脑膜炎,0.0(0/1),0.0(0/1),0.0(0/1),0.0(0/1),0.0(0/1)
260.0,霍奇金淋巴瘤,0.30(4/13),0.38(5/13),0.38(5/13),0.46(6/13),0.61(8/13)
261.0,静脉血栓症,0.51(21/41),0.73(30/41),0.75(31/41),0.78(32/41),0.82(34/41)
