标签,疾病名字,top10
56,心力衰竭,冠状动脉粥样硬化性心脏病 心力衰竭 肺炎 呼吸衰竭 慢性阻塞性肺疾病 心律失常 支气管哮喘 阻塞性肺气肿 肺肉芽肿 肺曲霉菌病
104,甲状腺肿,甲状腺肿 乳腺恶性肿瘤 IgA肾病 肾动脉狭窄 肾小球肾炎 肾损伤 肾梗死 肾病综合征 肾盂肾炎 肾积水
148,肺炎,肺炎 贫血 病毒性脑膜炎 癫痫 细支气管炎 下消化道出血 支气管炎 胃息肉 肾结石 肾结核
76,慢性阻塞性肺疾病,慢性阻塞性肺疾病 肺炎 支气管扩张症 肺恶性肿瘤 肺结核 支气管炎 支气管哮喘 肺曲霉菌病 过敏性肺炎 肺原位癌
72,急性胰腺炎,胆石症 冠状动脉粥样硬化性心脏病 肠梗阻 阑尾炎 急性胰腺炎 胃恶性肿瘤 胃息肉 急性腹膜炎 胃炎 结肠息肉
23,前列腺增生,前列腺增生 前列腺恶性肿瘤 肺炎 胆道感染 胆石症 肺栓塞 甲状腺功能亢进症 肾结石 尿潴留 冠状动脉粥样硬化性心脏病
23,前列腺增生,前列腺增生 冠状动脉粥样硬化性心脏病 肺恶性肿瘤 肺良性肿瘤 输尿管结石 肾结石 脑卒中 膀胱结石 慢性阻塞性肺疾病 阑尾炎
142,肺恶性肿瘤,肺炎 肺恶性肿瘤 支气管哮喘 支气管扩张症 慢性阻塞性肺疾病 肺曲霉菌病 肺结核 肺隐球菌病 胸腔积液 肺肉芽肿
188,脑卒中,冠状动脉粥样硬化性心脏病 脑卒中 肺恶性肿瘤 肺炎 肾结石 输尿管结石 胆石症 肾积水 前列腺恶性肿瘤 肺结核
130,结肠息肉,结肠息肉 心律失常 脑卒中 胃息肉 高血压 冠状动脉粥样硬化性心脏病 糖尿病 肾积水 胆石症 短暂性脑缺血发作
22,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 心律失常 肥厚性心肌病 高血压 冠状动脉狭窄 胆石症 心力衰竭 睡眠呼吸暂停低通气综合征 胃淋巴瘤 胃恶性肿瘤
120,糖尿病,糖尿病 结肠息肉 心律失常 腹部良性肿瘤 前列腺恶性肿瘤 冠状动脉粥样硬化性心脏病 腺垂体功能减退症 消化性溃疡 高血压 胰腺恶性肿瘤
72,急性胰腺炎,急性胰腺炎 脑卒中 肺恶性肿瘤 肾结石 冠状动脉粥样硬化性心脏病 阑尾炎 前列腺增生 肺炎 心律失常 支气管扩张症
114,睡眠呼吸暂停低通气综合征,睡眠呼吸暂停低通气综合征 鼾症 肾动脉狭窄 肾小球肾炎 肾损伤 肾梗死 肾病综合征 肾盂肾炎 肾积水 肾结核
22,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 高血压 心律失常 脑卒中 结肠息肉 冠状动脉瘘 肺炎 胃食管反流 脂肪肝 糖尿病
22,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 脑卒中 心律失常 高血压 心力衰竭 糖尿病 冠状动脉狭窄 液气胸 前列腺恶性肿瘤 胃食管反流
22,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 高血压 心力衰竭 慢性阻塞性肺疾病 颈动脉硬化 心律失常 胃息肉 肝恶性肿瘤 胃恶性肿瘤 肾结石
188,脑卒中,脑卒中 冠状动脉粥样硬化性心脏病 糖尿病 心律失常 小脑扁桃体下疝畸形 直肠息肉 前列腺恶性肿瘤 前列腺增生 结肠息肉 胃息肉
188,脑卒中,冠状动脉粥样硬化性心脏病 脑卒中 心律失常 结肠息肉 高血压 短暂性脑缺血发作 胃息肉 糖尿病 胆石症 肾积水
238,食管恶性肿瘤,食管恶性肿瘤 冠状动脉粥样硬化性心脏病 脑卒中 糖尿病 心律失常 精索静脉曲张 肺炎 输尿管狭窄 输尿管结石 食管良性肿瘤
162,肾病综合征,肾病综合征 肾小球肾炎 慢性肾功能不全 高血压 冠状动脉粥样硬化性心脏病 脑卒中 肺炎 糖尿病 心律失常 慢性阻塞性肺疾病
114,睡眠呼吸暂停低通气综合征,睡眠呼吸暂停低通气综合征 IgA肾病 肾动脉狭窄 肾小球肾炎 肾损伤 肾梗死 肾病综合征 肾盂肾炎 肾积水 肾结核
148,肺炎,肺炎 肺恶性肿瘤 气胸 细支气管炎 肺结核 精索静脉曲张 霍奇金淋巴瘤 心力衰竭 腹内疝 支气管哮喘
22,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 胆石症 脑卒中 结肠息肉 高血压 支气管炎 糖尿病 胃息肉 胃恶性肿瘤 短暂性脑缺血发作
74,慢性肾功能不全,肾小球肾炎 肾病综合征 慢性肾功能不全 脑卒中 高血压 肺炎 糖尿病 支气管哮喘 输尿管狭窄 肾积水
83,支气管炎,肺炎 肺恶性肿瘤 慢性阻塞性肺疾病 肺结核 支气管扩张症 支气管哮喘 冠状动脉粥样硬化性心脏病 支气管炎 甲状腺肿 肝恶性肿瘤
142,肺恶性肿瘤,肺炎 慢性阻塞性肺疾病 肺恶性肿瘤 胸腔积液 支气管扩张症 肺动脉高压 支气管哮喘 支气管炎 肺结核 冠状动脉粥样硬化性心脏病
13,低血压,脑卒中 肺炎 高血压 颈动脉狭窄 冠状动脉粥样硬化性心脏病 肺良性肿瘤 低血压 胆石症 糖尿病 慢性阻塞性肺疾病
164,肾积水,肺炎 胆石症 肾小球肾炎 肾结石 肝恶性肿瘤 肺结核 肾积水 支气管炎 过敏性紫癜 多发性骨髓瘤
119,精索静脉曲张,精索静脉曲张 肺恶性肿瘤 结肠息肉 心律失常 脑卒中 胆囊息肉 冠状动脉粥样硬化性心脏病 糖尿病 肾结石 输尿管结石
114,睡眠呼吸暂停低通气综合征,睡眠呼吸暂停低通气综合征 鼾症 慢性肾功能不全 脑动脉粥样硬化 高血压 胸膜恶性肿瘤 肾动脉狭窄 肾小球肾炎 肾损伤 肾梗死
22,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 心律失常 高血压 肺恶性肿瘤 糖尿病 胆石症 胃食管反流 颈动脉狭窄 短暂性脑缺血发作 慢性阻塞性肺疾病
104,甲状腺肿,甲状腺肿 IgA肾病 输尿管结石 前列腺恶性肿瘤 甲状腺炎 肾小球肾炎 肾损伤 肾梗死 肾病综合征 肾盂肾炎
22,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 脑卒中 肺恶性肿瘤 心律失常 气胸 炎性肌病 肾结石 肺结核 腹部良性肿瘤 肺栓塞
2,上消化道出血,消化性溃疡 下消化道出血 上消化道出血 胃息肉 十二指肠憩室 脑卒中 冠状动脉粥样硬化性心脏病 肾盂肾炎 毛细血管扩张症 肺炎
114,睡眠呼吸暂停低通气综合征,睡眠呼吸暂停低通气综合征 慢性阻塞性肺疾病 结肠息肉 胃食管反流 鼾症 冠状动脉狭窄 腹部良性肿瘤 支气管哮喘 肺恶性肿瘤 冠状动脉粥样硬化性心脏病
148,肺炎,肺炎 肺恶性肿瘤 支气管哮喘 肺栓塞 结节病 冠状动脉粥样硬化性心脏病 肺脓肿 慢性阻塞性肺疾病 特发性间质性肺炎 支气管扩张症
188,脑卒中,脑卒中 冠状动脉粥样硬化性心脏病 肺恶性肿瘤 糖尿病 肺原位癌 急性胰腺炎 心律失常 颈内动脉海绵窦瘘 支气管哮喘 肺炎
120,糖尿病,糖尿病 脑卒中 胆囊息肉 心律失常 胃恶性肿瘤 高血压 腹部恶性肿瘤 贫血 甲状腺肿 胃息肉
148,肺炎,肺炎 肺结核 胆石症 呼吸衰竭 肺恶性肿瘤 支气管炎 胆道感染 心肌炎 输尿管结石 胃息肉
114,睡眠呼吸暂停低通气综合征,睡眠呼吸暂停低通气综合征 胆道感染 胆石症 胆囊息肉 IgA肾病 肾动脉狭窄 肾小球肾炎 肾损伤 肾梗死 肾病综合征
85,支气管结核,肺炎 慢性阻塞性肺疾病 支气管哮喘 支气管扩张症 肺恶性肿瘤 冠状动脉粥样硬化性心脏病 类风湿性关节炎 肺结核 冠状动脉狭窄 多发性骨髓瘤
213,输尿管结石,输尿管结石 肾结石 肾积水 精索静脉曲张 急性胰腺炎 心律失常 腹部良性肿瘤 肺良性肿瘤 肺结核 前列腺增生
142,肺恶性肿瘤,肺恶性肿瘤 肺炎 支气管扩张症 慢性阻塞性肺疾病 结肠息肉 支气管哮喘 胆石症 支气管炎 液气胸 肺结核
80,支气管哮喘,慢性阻塞性肺疾病 肺炎 肺恶性肿瘤 支气管哮喘 支气管炎 支气管扩张症 肺结核 气胸 特发性间质性肺炎 支气管恶性肿瘤
22,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 阑尾炎 肝恶性肿瘤 胆石症 结肠息肉 胃息肉 高血压 消化性溃疡 前列腺恶性肿瘤 腹部恶性肿瘤
220,阑尾炎,阑尾炎 肾结石 肺结核 精索静脉曲张 冠状动脉粥样硬化性心脏病 胆石症 IgA肾病 肾结核 肾积水 肾盂肾炎
188,脑卒中,脑卒中 良性阵发性位置性眩晕 短暂性脑缺血发作 肺恶性肿瘤 低钠血症 高血压 肾梗死 肾病综合征 肾盂肾炎 肾小球肾炎
22,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 高血压 心律失常 心脏神经症 冠状动脉狭窄 胃恶性肿瘤 胃息肉 肾结石 肾结核 IgA肾病
159,肾小球肾炎,肾小球肾炎 慢性肾功能不全 冠状动脉粥样硬化性心脏病 肾病综合征 脑卒中 肺间质纤维化 高血压 糖尿病 结肠息肉 胸腔积液
142,肺恶性肿瘤,肺恶性肿瘤 肝恶性肿瘤 前列腺恶性肿瘤 胃息肉 肺结核 乳腺恶性肿瘤 胆石症 肾积水 肾盂肾炎 肾病综合征
238,食管恶性肿瘤,原发性醛固酮增多症 冠状动脉粥样硬化性心脏病 肺恶性肿瘤 结肠息肉 胃息肉 糖尿病 甲状腺肿 直肠息肉 胃恶性肿瘤 腹部恶性肿瘤
59,心律失常,心律失常 冠状动脉粥样硬化性心脏病 高血压 糖尿病 肺恶性肿瘤 脑卒中 冠状动脉狭窄 肺结核 支气管炎 神经痛
118,类风湿性关节炎,类风湿性关节炎 冠状动脉粥样硬化性心脏病 睡眠呼吸暂停低通气综合征 脑卒中 心律失常 肺炎 肺恶性肿瘤 前列腺增生 冠状动脉狭窄 支气管炎
144,肺栓塞,心力衰竭 肺栓塞 冠状动脉粥样硬化性心脏病 心律失常 脑卒中 呼吸衰竭 肺结核 肺炎 肺恶性肿瘤 支气管哮喘
56,心力衰竭,心力衰竭 冠状动脉粥样硬化性心脏病 呼吸衰竭 心律失常 肺栓塞 肺结核 肺炎 慢性阻塞性肺疾病 脑卒中 高血压
188,脑卒中,脑卒中 短暂性脑缺血发作 冠状动脉粥样硬化性心脏病 颈动脉狭窄 精索静脉曲张 输尿管结石 支气管扩张症 食管良性肿瘤 肺曲霉菌病 结肠息肉
188,脑卒中,脑卒中 冠状动脉粥样硬化性心脏病 颈动脉狭窄 糖尿病 肺恶性肿瘤 短暂性脑缺血发作 前列腺恶性肿瘤 前列腺增生 慢性肾功能不全 肾结石
59,心律失常,心律失常 冠状动脉粥样硬化性心脏病 脑卒中 肺炎 低血压 前列腺增生 支气管哮喘 良性阵发性位置性眩晕 胆囊息肉 肺恶性肿瘤
59,心律失常,心律失常 冠状动脉粥样硬化性心脏病 高血压 糖尿病 胃恶性肿瘤 白血病 心力衰竭 胆石症 IgA肾病 胃息肉
76,慢性阻塞性肺疾病,慢性阻塞性肺疾病 冠状动脉粥样硬化性心脏病 支气管哮喘 肺恶性肿瘤 支气管扩张症 支气管炎 肺炎 肺结核 前列腺炎 肺间质纤维化
22,冠状动脉粥样硬化性心脏病,心律失常 冠状动脉粥样硬化性心脏病 高血压 脑卒中 高脂血症 腹部恶性肿瘤 结肠息肉 糖尿病 肾结石 心力衰竭
188,脑卒中,脑卒中 冠状动脉粥样硬化性心脏病 短暂性脑缺血发作 心律失常 肺恶性肿瘤 颈内动脉海绵窦瘘 慢性肾功能不全 肾结石 胆囊息肉 糖尿病
22,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 心律失常 脑卒中 高血压 糖尿病 冠状动脉狭窄 肾结石 胆石症 心脏神经症 肺结核
120,糖尿病,糖尿病 前列腺恶性肿瘤 肾结石 胆囊息肉 IgA肾病 颈动脉狭窄 肺良性肿瘤 慢性肾功能不全 肾动脉狭窄 脑卒中
22,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 脑卒中 前列腺恶性肿瘤 糖尿病 肺恶性肿瘤 胃恶性肿瘤 病毒性脑膜炎 腹部恶性肿瘤 甲状腺肿 胆石症
148,肺炎,肾病综合征 前列腺恶性肿瘤 肾小球肾炎 慢性肾功能不全 心力衰竭 IgA肾病 输尿管结石 原发性醛固酮增多症 输尿管狭窄 肺恶性肿瘤
148,肺炎,肺炎 支气管炎 病毒性脑膜炎 IgA肾病 肾小球肾炎 肾损伤 肾梗死 肾病综合征 肾盂肾炎 肾积水
35,呼吸衰竭,阑尾炎 冠状动脉粥样硬化性心脏病 血小板减少 肺恶性肿瘤 输尿管结石 肾结石 特发性血小板减少性紫癜 胆石症 脑卒中 消化性溃疡
22,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 冠状动脉狭窄 心律失常 糖尿病 前列腺恶性肿瘤 肺炎 肺恶性肿瘤 直肠息肉 慢性阻塞性肺疾病 睡眠呼吸暂停低通气综合征
76,慢性阻塞性肺疾病,肺炎 慢性阻塞性肺疾病 支气管扩张症 支气管哮喘 冠状动脉粥样硬化性心脏病 肺栓塞 脑卒中 胸腔积液 短暂性脑缺血发作 肺结核
148,肺炎,肺炎 肺恶性肿瘤 结节病 呼吸衰竭 冠状动脉粥样硬化性心脏病 支气管扩张症 结肠息肉 高血压 细支气管炎 肺结核
148,肺炎,肺炎 肺结核 慢性阻塞性肺疾病 IgA肾病 肾小球肾炎 肾损伤 肾梗死 肾病综合征 肾盂肾炎 肾积水
72,急性胰腺炎,急性胰腺炎 胆石症 肺炎 肠梗阻 胆道感染 胃炎 胰腺恶性肿瘤 结肠息肉 输尿管狭窄 输尿管结石
107,痛风,类风湿性关节炎 脑卒中 冠状动脉粥样硬化性心脏病 糖尿病 心律失常 肺炎 肺恶性肿瘤 短暂性脑缺血发作 肠梗阻 支气管炎
114,睡眠呼吸暂停低通气综合征,睡眠呼吸暂停低通气综合征 鼾症 支气管哮喘 肾动脉狭窄 肾小球肾炎 肾损伤 肾梗死 肾病综合征 肾盂肾炎 肾积水
112,直肠息肉,结肠息肉 冠状动脉粥样硬化性心脏病 脑卒中 腹部恶性肿瘤 前列腺增生 下消化道出血 胆石症 胆道感染 颈动脉狭窄 前列腺恶性肿瘤
76,慢性阻塞性肺疾病,冠状动脉粥样硬化性心脏病 脑卒中 肺炎 慢性阻塞性肺疾病 支气管哮喘 糖尿病 急性胰腺炎 肺恶性肿瘤 肺结核 心律失常
59,心律失常,心律失常 冠状动脉粥样硬化性心脏病 脑卒中 肺结核 甲状腺肿 前列腺增生 肺炎 气胸 直肠息肉 尿道结石
45,小脑扁桃体下疝畸形,脑卒中 冠状动脉粥样硬化性心脏病 骨关节病 小脑扁桃体下疝畸形 乳腺恶性肿瘤 阑尾炎 前列腺恶性肿瘤 甲状腺肿 神经痛 精索静脉曲张
22,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 脑卒中 心律失常 肺恶性肿瘤 糖尿病 高血压 肺炎 肺脓肿 支气管扩张症 支气管炎
198,腹部恶性肿瘤,腹部恶性肿瘤 乳腺恶性肿瘤 胆囊息肉 前列腺恶性肿瘤 食管恶性肿瘤 颅内动脉瘤 肺恶性肿瘤 肝恶性肿瘤 呼吸衰竭 肾结石
188,脑卒中,脑卒中 短暂性脑缺血发作 冠状动脉粥样硬化性心脏病 前列腺恶性肿瘤 糖尿病 心律失常 肾积水 胃息肉 肺结核 甲状腺肿
221,阻塞性肺气肿,慢性阻塞性肺疾病 支气管哮喘 支气管扩张症 肺恶性肿瘤 肺炎 支气管炎 肺肉芽肿 气胸 糖尿病 脑卒中
188,脑卒中,脑卒中 糖尿病 冠状动脉粥样硬化性心脏病 心律失常 结肠息肉 阑尾炎 颈动脉狭窄 肺恶性肿瘤 贫血 胃息肉
188,脑卒中,脑卒中 冠状动脉粥样硬化性心脏病 肺恶性肿瘤 慢性阻塞性肺疾病 心律失常 糖尿病 颈动脉狭窄 肾动脉狭窄 输尿管结石 气胸
59,心律失常,心律失常 冠状动脉粥样硬化性心脏病 腹部恶性肿瘤 脑卒中 糖尿病 肾结石 前列腺增生 冠状动脉狭窄 输尿管结石 炎性肌病
59,心律失常,冠状动脉粥样硬化性心脏病 脑卒中 心律失常 高血压 颈动脉狭窄 冠状动脉狭窄 短暂性脑缺血发作 输尿管结石 良性阵发性位置性眩晕 肺肉芽肿
82,支气管扩张症,肺炎 慢性阻塞性肺疾病 肺恶性肿瘤 支气管扩张症 呼吸衰竭 冠状动脉粥样硬化性心脏病 支气管哮喘 胆石症 输尿管结石 气胸
22,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 高血压 糖尿病 脑卒中 心律失常 腹部恶性肿瘤 胃息肉 动脉导管未闭 支气管炎 胃炎
59,心律失常,冠状动脉粥样硬化性心脏病 心律失常 脑卒中 肺栓塞 肺恶性肿瘤 气胸 甲状腺炎 胃息肉 前列腺增生 输尿管结石
188,脑卒中,脑卒中 短暂性脑缺血发作 心律失常 癫痫 肺恶性肿瘤 结肠息肉 帕金森病 冠状动脉粥样硬化性心脏病 痛风 颈动脉狭窄
149,肺结核,肺炎 支气管哮喘 慢性阻塞性肺疾病 肺恶性肿瘤 支气管扩张症 气胸 肺曲霉菌病 结节病 脑卒中 腹部良性肿瘤
91,气胸,气胸 前列腺恶性肿瘤 液气胸 肺栓塞 肺恶性肿瘤 冠状动脉粥样硬化性心脏病 输尿管结石 肺炎 甲状腺肿 肾损伤
76,慢性阻塞性肺疾病,慢性阻塞性肺疾病 支气管扩张症 肺炎 支气管哮喘 肺动脉高压 肺曲霉菌病 支气管炎 肺血管畸形 肺栓塞 肺恶性肿瘤
176,胆石症,胆石症 胆囊息肉 胆道感染 消化性溃疡 阑尾炎 急性腹膜炎 胸腔积液 输尿管结石 肠梗阻 肺炎
188,脑卒中,脑卒中 短暂性脑缺血发作 高血压 良性阵发性位置性眩晕 肺恶性肿瘤 甲状腺肿 颈动脉狭窄 低血压 反射性晕厥 胃炎
198,腹部恶性肿瘤,胃恶性肿瘤 胆石症 肝恶性肿瘤 甲状腺肿 胃食管反流 肺恶性肿瘤 消化性溃疡 肾结石 急性胰腺炎 腹部恶性肿瘤
59,心律失常,脑卒中 冠状动脉粥样硬化性心脏病 心律失常 短暂性脑缺血发作 糖尿病 低血糖症 胆石症 肺栓塞 阑尾炎 肾结石
40,多发性骨髓瘤,胃息肉 脑卒中 非霍奇金淋巴瘤 胃恶性肿瘤 胃潴留 鞘膜积液 结肠息肉 急性胰腺炎 肠梗阻 心律失常
246,高血压,心律失常 高血压 脑卒中 颈动脉狭窄 颈动脉硬化 冠状动脉粥样硬化性心脏病 糖尿病 短暂性脑缺血发作 白血病 脑动脉粥样硬化
142,肺恶性肿瘤,肺炎 肺恶性肿瘤 慢性阻塞性肺疾病 肺结核 支气管哮喘 支气管炎 胸腔积液 支气管扩张症 冠状动脉粥样硬化性心脏病 肾积水
120,糖尿病,糖尿病 肺炎 IgA肾病 肾动脉狭窄 肾小球肾炎 肾损伤 肾梗死 肾病综合征 肾盂肾炎 肾积水
158,肾动脉狭窄,冠状动脉粥样硬化性心脏病 心律失常 精索静脉曲张 慢性肾功能不全 胆石症 结肠息肉 糖尿病 鞘膜积液 胆囊息肉 肾结石
188,脑卒中,脑卒中 短暂性脑缺血发作 冠状动脉粥样硬化性心脏病 良性阵发性位置性眩晕 高血压 糖尿病 肺恶性肿瘤 心律失常 肠梗阻 肾结石
0,IgA肾病,糖尿病 胃息肉 胆囊息肉 脑卒中 慢性肾功能不全 冠状动脉粥样硬化性心脏病 心律失常 肾小球肾炎 肝恶性肿瘤 原发性醛固酮增多症
188,脑卒中,脑卒中 冠状动脉粥样硬化性心脏病 静脉血栓症 脑动静脉畸形 高血压 甲状腺肿 前列腺恶性肿瘤 急性胰腺炎 肥厚性心肌病 睡眠呼吸暂停低通气综合征
245,高脂血症,冠状动脉粥样硬化性心脏病 心律失常 肺栓塞 气胸 心力衰竭 高血压 肺恶性肿瘤 心脏神经症 肺炎 胃食管反流
0,IgA肾病,肾病综合征 肾小球肾炎 IgA肾病 急性肾衰竭 高血压 慢性肾功能不全 呼吸衰竭 肾梗死 肾损伤 肾盂肾炎
22,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 高血压 心律失常 冠状动脉狭窄 脑卒中 高脂血症 前列腺增生 IgA肾病 胃恶性肿瘤 胃息肉
120,糖尿病,肺恶性肿瘤 肺炎 呼吸衰竭 心律失常 支气管炎 肺非结核分枝杆菌病 前列腺恶性肿瘤 冠状动脉粥样硬化性心脏病 肺结核 心力衰竭
22,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 肺炎 类风湿性关节炎 脑卒中 慢性阻塞性肺疾病 支气管炎 肺栓塞 前列腺增生 肺恶性肿瘤 多发性骨髓瘤
74,慢性肾功能不全,肾小球肾炎 肺炎 慢性肾功能不全 高血压 脑卒中 胃炎 肾病综合征 冠状动脉粥样硬化性心脏病 支气管扩张症 糖尿病
148,肺炎,肺炎 支气管炎 细支气管炎 肾病综合征 室间隔缺损 支气管哮喘 慢性肾功能不全 胆石症 白血病 急性播散性脑脊髓炎
120,糖尿病,冠状动脉粥样硬化性心脏病 结肠息肉 糖尿病 脑卒中 慢性腹泻 心律失常 高血压 下消化道出血 良性阵发性位置性眩晕 胃息肉
159,肾小球肾炎,肾积水 肾小球肾炎 急性肾衰竭 IgA肾病 肾病综合征 高血压 膀胱结石 慢性肾功能不全 胆石症 睡眠呼吸暂停低通气综合征
148,肺炎,肺炎 心律失常 呼吸衰竭 冠状动脉粥样硬化性心脏病 肺恶性肿瘤 肺脓肿 支气管扩张症 肺结核 支气管炎 心力衰竭
92,消化性溃疡,消化性溃疡 上消化道出血 输尿管结石 腹部恶性肿瘤 结肠息肉 下消化道出血 胃息肉 胃恶性肿瘤 胆石症 脂肪肝
148,肺炎,肺炎 支气管炎 心律失常 房间隔缺损 细支气管炎 糖尿病 肺恶性肿瘤 白血病 静脉血栓症 甲状腺炎
148,肺炎,肺炎 肺结核 腹部恶性肿瘤 脑卒中 心律失常 冠状动脉粥样硬化性心脏病 肺恶性肿瘤 肺栓塞 慢性阻塞性肺疾病 肺脓肿
59,心律失常,心律失常 冠状动脉粥样硬化性心脏病 高血压 糖尿病 胸腔积液 肺炎 风湿性心脏病 肺结核 IgA肾病 胃息肉
59,心律失常,心律失常 精索静脉曲张 冠状动脉粥样硬化性心脏病 鞘膜积液 高血压 甲状腺肿 甲状腺功能亢进症 肺结核 前列腺炎 前列腺增生
92,消化性溃疡,消化性溃疡 上消化道出血 腹部恶性肿瘤 毛细血管扩张症 结肠息肉 胃食管反流 胃恶性肿瘤 胃息肉 肾结石 肾结核
232,颈动脉狭窄,脑卒中 颈动脉狭窄 前列腺恶性肿瘤 肺恶性肿瘤 肺良性肿瘤 重症肌无力 小脑扁桃体下疝畸形 肝恶性肿瘤 冠状动脉粥样硬化性心脏病 短暂性脑缺血发作
114,睡眠呼吸暂停低通气综合征,睡眠呼吸暂停低通气综合征 鼾症 肾动脉狭窄 肾小球肾炎 肾损伤 肾梗死 肾病综合征 肾盂肾炎 肾积水 肾结核
22,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 心律失常 高血压 冠状动脉狭窄 房间隔缺损 鞘膜积液 IgA肾病 胃恶性肿瘤 胃息肉 肾结石
120,糖尿病,糖尿病 腹部良性肿瘤 甲状腺肿 高脂血症 结肠息肉 胆囊息肉 胃息肉 肾结石 肾结核 肾积水
120,糖尿病,糖尿病 脑卒中 高血压 心律失常 急性胰腺炎 静脉血栓症 冠状动脉粥样硬化性心脏病 IgA肾病 胃息肉 肾结石
